Year,Component,Region,Age,Gender,Value
2019,com_12_cooperation,17_reg_Zaporizhya,,females,
2017,com_12_cooperation,29_reg_Kharkiv,age_1_18_35,,
2018,com_12_cooperation,29_reg_Kharkiv,age_1_18_35,,
2019,com_12_cooperation,29_reg_Kharkiv,age_1_18_35,,
2017,com_12_cooperation,29_reg_Kharkiv,age_2_36_60,,
2018,com_12_cooperation,29_reg_Kharkiv,age_2_36_60,,
2019,com_12_cooperation,29_reg_Kharkiv,age_2_36_60,,
2017,com_12_cooperation,29_reg_Kharkiv,age_3_61,,
2018,com_12_cooperation,29_reg_Kharkiv,age_3_61,,
2019,com_12_cooperation,29_reg_Kharkiv,age_3_61,,
2017,com_12_cooperation,29_reg_Kharkiv,,males,
2018,com_12_cooperation,29_reg_Kharkiv,,males,
2019,com_12_cooperation,29_reg_Kharkiv,,males,
2017,com_12_cooperation,29_reg_Kharkiv,,females,
2018,com_12_cooperation,29_reg_Kharkiv,,females,
2019,com_12_cooperation,29_reg_Kharkiv,,females,
2017,com_13_pol_sec,14_reg_Donetsk,age_1_18_35,,
2018,com_13_pol_sec,14_reg_Donetsk,age_1_18_35,,
2019,com_13_pol_sec,14_reg_Donetsk,age_1_18_35,,5.1
2017,com_13_pol_sec,14_reg_Donetsk,age_2_36_60,,
2018,com_13_pol_sec,14_reg_Donetsk,age_2_36_60,,
2019,com_13_pol_sec,14_reg_Donetsk,age_2_36_60,,4.8
2017,com_13_pol_sec,14_reg_Donetsk,age_3_61,,
2018,com_13_pol_sec,14_reg_Donetsk,age_3_61,,
2019,com_13_pol_sec,14_reg_Donetsk,age_3_61,,4.8
2017,com_13_pol_sec,14_reg_Donetsk,,males,
2018,com_13_pol_sec,14_reg_Donetsk,,males,
2019,com_13_pol_sec,14_reg_Donetsk,,males,5.2
2017,com_13_pol_sec,14_reg_Donetsk,,females,
2018,com_13_pol_sec,14_reg_Donetsk,,females,
2019,com_13_pol_sec,14_reg_Donetsk,,females,4.6
2017,com_13_pol_sec,21_reg_Luhansk,age_1_18_35,,
2018,com_13_pol_sec,21_reg_Luhansk,age_1_18_35,,
2019,com_13_pol_sec,21_reg_Luhansk,age_1_18_35,,4.7
2017,com_13_pol_sec,21_reg_Luhansk,age_2_36_60,,
2018,com_13_pol_sec,21_reg_Luhansk,age_2_36_60,,
2019,com_13_pol_sec,21_reg_Luhansk,age_2_36_60,,4.6
2017,com_13_pol_sec,21_reg_Luhansk,age_3_61,,
2018,com_13_pol_sec,21_reg_Luhansk,age_3_61,,
2019,com_13_pol_sec,21_reg_Luhansk,age_3_61,,4.4
2017,com_13_pol_sec,21_reg_Luhansk,,males,
2018,com_13_pol_sec,21_reg_Luhansk,,males,
2019,com_13_pol_sec,21_reg_Luhansk,,males,5.0
2017,com_13_pol_sec,21_reg_Luhansk,,females,
2018,com_13_pol_sec,21_reg_Luhansk,,females,
2019,com_13_pol_sec,21_reg_Luhansk,,females,4.3
2017,com_13_pol_sec,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_13_pol_sec,13_reg_Dnipropetrovsk,age_1_18_35,,
2019,com_13_pol_sec,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_13_pol_sec,13_reg_Dnipropetrovsk,age_2_36_60,,
2018,com_13_pol_sec,13_reg_Dnipropetrovsk,age_2_36_60,,
2019,com_13_pol_sec,13_reg_Dnipropetrovsk,age_2_36_60,,
2017,com_13_pol_sec,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_13_pol_sec,13_reg_Dnipropetrovsk,age_3_61,,
2019,com_13_pol_sec,13_reg_Dnipropetrovsk,age_3_61,,
2017,com_13_pol_sec,13_reg_Dnipropetrovsk,,males,
2018,com_13_pol_sec,13_reg_Dnipropetrovsk,,males,
2019,com_13_pol_sec,13_reg_Dnipropetrovsk,,males,
2017,com_13_pol_sec,13_reg_Dnipropetrovsk,,females,
2018,com_13_pol_sec,13_reg_Dnipropetrovsk,,females,
2019,com_13_pol_sec,13_reg_Dnipropetrovsk,,females,
2017,com_13_pol_sec,17_reg_Zaporizhya,age_1_18_35,,
2018,com_13_pol_sec,17_reg_Zaporizhya,age_1_18_35,,
2019,com_13_pol_sec,17_reg_Zaporizhya,age_1_18_35,,
2017,com_13_pol_sec,17_reg_Zaporizhya,age_2_36_60,,
2018,com_13_pol_sec,17_reg_Zaporizhya,age_2_36_60,,
2019,com_13_pol_sec,17_reg_Zaporizhya,age_2_36_60,,
2017,com_13_pol_sec,17_reg_Zaporizhya,age_3_61,,
2018,com_13_pol_sec,17_reg_Zaporizhya,age_3_61,,
2019,com_13_pol_sec,17_reg_Zaporizhya,age_3_61,,
2017,com_13_pol_sec,17_reg_Zaporizhya,,males,
2018,com_13_pol_sec,17_reg_Zaporizhya,,males,
2019,com_13_pol_sec,17_reg_Zaporizhya,,males,
2017,com_13_pol_sec,17_reg_Zaporizhya,,females,
2018,com_13_pol_sec,17_reg_Zaporizhya,,females,
2019,com_13_pol_sec,17_reg_Zaporizhya,,females,
2017,com_13_pol_sec,29_reg_Kharkiv,age_1_18_35,,
2018,com_13_pol_sec,29_reg_Kharkiv,age_1_18_35,,
2019,com_13_pol_sec,29_reg_Kharkiv,age_1_18_35,,
2017,com_13_pol_sec,29_reg_Kharkiv,age_2_36_60,,
2018,com_13_pol_sec,29_reg_Kharkiv,age_2_36_60,,
2019,com_13_pol_sec,29_reg_Kharkiv,age_2_36_60,,
2017,com_13_pol_sec,29_reg_Kharkiv,age_3_61,,
2018,com_13_pol_sec,29_reg_Kharkiv,age_3_61,,
2019,com_13_pol_sec,29_reg_Kharkiv,age_3_61,,
2017,com_13_pol_sec,29_reg_Kharkiv,,males,
2018,com_13_pol_sec,29_reg_Kharkiv,,males,
2019,com_13_pol_sec,29_reg_Kharkiv,,males,
2017,com_13_pol_sec,29_reg_Kharkiv,,females,
2018,com_13_pol_sec,29_reg_Kharkiv,,females,
2019,com_13_pol_sec,29_reg_Kharkiv,,females,
